id,barkod,isim,aciklama,fiyat,kategori,vitrin,stok,goruntuleme,etiketler,minimumalis,maksimumalis,birim,marka
99,,"E-Ticaret Paketlerimiz",,690,16,1,999,28,,1,999,1,2
